Title,Topic,Name,CustomName,Representation,open_ai,Representative_Docs,Top_n_words,Probability,Representative_document
Perspectives of Swiss Paediatric Health Care Professionals on Factors Influencing Physical Activity Participation in Children with Disabilities,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
Combined training in addition to cortisol reduction can improve the mental health of girls with precocious puberty and obesity,23,23_adolescents_validity_children_study protocol,Physical Activity and Its Effects on Health and Well-being in Children and Adolescents,"['adolescents', 'validity', 'children', 'study protocol', 'physical activity', 'reliability', 'health', 'controlled trial', 'intervention', 'muscle strength']",['Physical Activity and Its Effects on Health and Well-being in Children and Adolescents'],"['Digital Health Nudging to increase physical activity in pediatric patients with congenital heart disease: A randomized controlled trial', 'The Effects of a Physical Activity Intervention on Adiposity, Physical Fitness and Motor Competence: A School-Based, Non-Randomized Controlled Trial', 'Development of the Children and Adolescents Physical Activity and Sedentary Questionnaire (CAPAS-Q): Psychometric Validity and Clinical Interpretation']",adolescents - validity - children - study protocol - physical activity - reliability - health - controlled trial - intervention - muscle strength,0.851081492,FALSE
Experience and Hospital Context Influence Fall Prevention Practice by Physical Therapists: A Survey Study,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
Musculoskeletal injections for palliative treatment of neuromuscular hip dysplasia patients: how I do it,2,2_pain_chronic_low_syndrome,Chronic Pain Management and Treatment Studies,"['pain', 'chronic', 'low', 'syndrome', 'self', 'acute', 'associated', 'individuals', 'intervention', 'study protocol']",['Chronic Pain Management and Treatment Studies'],"['Effectiveness of physiotherapy interventions for back care and the prevention of non-specific low back pain in children and adolescents: a systematic review and meta-analysis', 'Comparison of the effect of psychosocial skills training on acute and chronic musculoskeletal pain intensity: The effectiveness of early intervention in the reduction of acute musculoskeletal pain', 'Pain catastrophising and kinesiophobia mediate pain and physical function improvements with Pilates exercise in chronic low back pain: a mediation analysis of a randomised controlled trial']",pain - chronic - low - syndrome - self - acute - associated - individuals - intervention - study protocol,0.970272346,FALSE
Fluito: Towards Understanding the Design of Playful Water Experiences through an Extended Reality Floatation Tank System,19,19_motor_interventions_sports_rehabilitation,Virtual Reality Interventions in Motor Rehabilitation and Sports for Older Adults,"['motor', 'interventions', 'sports', 'rehabilitation', 'meta analysis', 'meta', 'controlled', '12', 'based', 'qualitative']",['Virtual Reality Interventions in Motor Rehabilitation and Sports for Older Adults'],"['The Effectiveness of Home-Based Exergames Training on Cognition and Balance in Older Adults: A Comparative Quasi-Randomized Study of Two Exergame Interventions', 'Virtual reality-based exercise interventions on quality of life, some balance factors and depression in older adults: A systematic review and meta-analysis of randomized controlled trials', 'Effects of a 12-week, seated, virtual, home-based tele-exercise programme compared with a prerecorded video-based exercise programme in people with chronic neurological impairments: Protocol for a randomised controlled trial']",motor - interventions - sports - rehabilitation - meta analysis - meta - controlled - 12 - based - qualitative,0.714518264,FALSE
"One Week of Single-Leg Immobilization Lowers Muscle Connective Protein Synthesis Rates in Healthy, Young Adults",-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
"Impact of mild COVID-19 on balance function in young adults, a prospective observational study",9,9_health_impact_changes_syndrome,"Impact of COVID-19 on Health, Physical Activity and Quality of Life","['health', 'impact', 'changes', 'syndrome', 'intervention', 'quality life', 'survey', 'recovery', 'body', 'clinical trial']","['Impact of COVID-19 on Health, Physical Activity and Quality of Life']","['Intervention Effects of a Kindergarten-Based Health Promotion Programme on Health-Related Quality of Life and Child Sick Days; [Interventionseffekte eines Kindergarten-basierten Gesundheitsförderungsprogramms auf die gesundheitsbezogene Lebensqualität und die Krankheitstage von Kindern]', 'A Pilot Cross-Sectional Study on the Level of Depression and Physical Activity among Students in Poland and Portugal in the Second Year of the COVID-19 Pandemic', 'A Comparison of Changes in Health Behavior, Obesity, and Mental Health of Korean Adolescents Before and During the COVID-19 Pandemic: Online Cross-Sectional Study']",health - impact - changes - syndrome - intervention - quality life - survey - recovery - body - clinical trial,1,FALSE
The Functional Movement Screen: Exploring Interrater Reliability between Raters in the Updated Version,3,3_older adults_older_physical activity_community,Physical Activity and Health in Older Adults,"['older adults', 'older', 'physical activity', 'community', 'adults', 'validity', 'activity', 'association', 'disease', 'interventions']",['Physical Activity and Health in Older Adults'],"['The Impact of the Physical Activity Level on Sarcopenic Obesity in Community-Dwelling Older Adults', 'Older adults benefit from a new community-based physical activity programme', 'Real-Life Outcomes of a Multicomponent Exercise Intervention in Community-Dwelling Frail Older Adults and Its Association with Nutritional-Related Factors']",older adults - older - physical activity - community - adults - validity - activity - association - disease - interventions,0.688333611,FALSE
Characteristics of paraspinal muscle degeneration in degenerative diseases of the lumbar spine at different ages,10,10_dynamic_changes_low_older adults,Impact and Control of Chronic Low Back Pain and Balance in Older Adults,"['dynamic', 'changes', 'low', 'older adults', 'community', 'gait', 'control', 'older', 'relationship', 'risk']",['Impact and Control of Chronic Low Back Pain and Balance in Older Adults'],"['Reliability and criterion validity of handheld dynamometry for measuring trunk muscle strength in people with and without chronic non-specific low back pain', 'The changes of blood-based inflammatory biomarkers after non-pharmacologic interventions for chronic low back pain: a systematic review', 'Prevalence, risk factors and effectiveness of falls prevention interventions for adults living with Mild Cognitive Impairment in the community: A systematic review and meta-analysis']",dynamic - changes - low - older adults - community - gait - control - older - relationship - risk,1,FALSE
"Medium-Term Effect of Treatment with Intra-Articular Injection of Sodium Hyaluronate, Betamethasone and Platelet-Rich Plasma in Patients with Temporomandibular Arthralgia: A Retrospective Cohort Study",7,7_knee_versus_therapy_efficacy,Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment,"['knee', 'versus', 'therapy', 'efficacy', 'treatment', 'review meta analysis', 'review meta', 'systematic review meta', 'effect', 'case']",['Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment'],"['Platelet-rich plasma treatment for talar cartilage repair: a systematic review and meta-analysis', 'How Does Platelet-Rich Plasma Compare Clinically to Other Therapies in the Treatment of Knee Osteoarthritis? A Systematic Review and Meta-analysis', 'A systematic review and meta-analysis of the effect of phonophoresis on patients with knee osteoarthritis']",knee - versus - therapy - efficacy - treatment - review meta analysis - review meta - systematic review meta - effect - case,1,FALSE
